segmentnr	original	folio	analyzed
ZH_X16_0311_001:0379b10	秦言大心眾生。有大心入佛道。名菩提薩埵。賢首	001	秦 言 大 心 眾 生  有 大 心 入 佛 道  名 菩 提 薩 埵  賢 首 
ZH_X16_0311_001:0379b11	云。菩提此名曰覺。薩埵此曰眾生。以智上求菩提。	001	云  菩 提 此 名 曰 覺  薩 埵 此 曰 眾 生  以 智 上 求 菩 提  
ZH_X16_0311_001:0379b12	用悲下救眾生。名菩提薩埵也。從座起者。師資尊	001	用 悲 下 救 眾 生  名 菩 提 薩 埵 也  從 座 起 者  師 資 尊 
ZH_X16_0311_001:0379b13	卑。名分秩然。有所陳白。不應坐故。頂禮佛足者。以	001	卑  名 分 秩 然  有 所 陳 白  不 應 坐 故  頂禮佛足 者  以 
ZH_X16_0311_001:0379b14	己上頂。禮佛足下。敬之至也。上皆身業。白佛言者。	001	己 上 頂  禮 佛 足 下  敬 之 至 也  上 皆 身 業  白 佛 言 者  
ZH_X16_0311_001:0379b15	上示曰告。下啟曰白。是口業也。身口恭敬。意業可	001	上 示 曰 告  下 啟 曰 白  是 口 業 也  身 口 恭 敬  意 業 可 
ZH_X16_0311_001:0379b16	知。	001	知  
ZH_X16_0311_001:0379b17	【鈔】梵語下釋人名也。先勢至中。初約行。中修自行	001	 鈔  梵 語 下 釋 人 名 也  先 勢 至 中  初 約 行  中 修 自 行 
ZH_X16_0311_001:0379b18	也。由有智斷威勢故。能震動一切。亦名下次約願。	001	也  由 有 智 斷 威 勢 故  能 震 動 一 切  亦 名 下 次 約 願  
ZH_X16_0311_001:0379b19	上求佛道也。由有想念勢力故。能取證淨土。亦名	001	上 求 佛 道 也  由 有 想 念 勢 力 故  能 取 證 淨 土  亦 名 
ZH_X16_0311_001:0379b20	下三約悲。下度眾生也。由有化導勢力故。能救拔	001	下 三 約 悲  下 度 眾 生 也  由 有 化 導 勢 力 故  能 救 拔 
ZH_X16_0311_001:0379b21	三途。上二自利。此一利他。依本文者。上通諸經釋	001	三 途  上 二 自 利  此 一 利 他  依 本 文 者  上 通 諸 經 釋 
ZH_X16_0311_001:0379b22	名。此局當經釋也。能念三句。亦約上求中修下度	001	名  此 局 當 經 釋 也  能 念 三 句  亦 約 上 求 中 修 下 度 
ZH_X16_0311_001:0379b23	三義以釋。大勢佛者。指彌陀。言十方三世佛中彌	001	三 義 以 釋  大 勢 佛 者  指 彌 陀  言 十 方 三 世 佛 中 彌 
ZH_X16_0311_001:0379b24	陀為第一故。能念。非如眾生不求大勢佛及斷苦	001	陀 為 第 一 故  能 念  非 如 眾 生 不 求 大 勢 佛 及 斷 苦 
ZH_X16_0311_001:0379c01	法故。能攝。非如眾生六根攀緣六塵故。能接。非如	001	法 故  能 攝  非 如 眾 生 六 根 攀 緣 六 塵 故  能 接  非 如 
ZH_X16_0311_001:0379c02	眾生自利不耐他榮故。有此三大德。威勢之至也。	001	眾 生 自 利 不 耐 他 榮 故  有 此 三 大 德  威 勢 之 至 也  
ZH_X16_0311_001:0379c03	菩薩名實相稱。眾生無勢可知。於法下次法王子。	001	菩 薩 名 實 相 稱  眾 生 無 勢 可 知  於 法 下 次 法 王 子  
ZH_X16_0311_001:0379c04	自在為王者。王以自在為義故。次補佛者。彼土彌	001	自 在 為 王 者  王 以 自 在 為 義 故  次 補 佛 者  彼 土 彌 
ZH_X16_0311_001:0379c05	陀佛後。次當觀音補位。觀音之後。次乃勢至補位。	001	陀 佛 後  次 當 觀 音 補 位  觀 音 之 後  次 乃 勢 至 補 位  
ZH_X16_0311_001:0379c06	猶如儲君暫居東宮。後必南面紹王位也。與下三	001	猶 如 儲 君 暫 居 東 宮  後 必 南 面 紹 王 位 也  與 下 三 
ZH_X16_0311_001:0379c07	與同倫。易曰。同聲相應。同氣相求。故曰聲氣相應。	001	與 同 倫  易 曰  同 聲 相 應  同 氣 相 求  故 曰 聲 氣 相 應  
ZH_X16_0311_001:0379c08	若依華嚴。有八十四同。(始從念慧趣覺終至不虗出離)故名同類。	001	若 依 華 嚴  有 八 十 四 同   始 從 念 慧 趣 覺 終 至 不 虗 出 離  故 名 同 類  
ZH_X16_0311_001:0379c09	如七十三。茲不繁錄。道不同不相為謀。同心言其	001	如 七 十 三  茲 不 繁 錄  道 不 同 不 相 為 謀  同 心 言 其 
ZH_X16_0311_001:0379c10	臭如蘭。故云與同倫也。五下。四五十二。信佛是心。	001	臭 如 蘭  故 云 與 同 倫 也  五 下  四 五 十 二  信 佛 是 心  
ZH_X16_0311_001:0379c11	信心作佛。即攝十信法行。住在三昧。觀佛實相。即	001	信 心 作 佛  即 攝 十 信 法 行  住 在 三 昧  觀 佛 實 相  即 
ZH_X16_0311_001:0379c12	攝十住法行。行念佛行。度念佛人。即攝十行法行。	001	攝 十 住 法 行  行 念 佛 行  度 念 佛 人  即 攝 十 行 法 行  
ZH_X16_0311_001:0379c13	回念佛心。向佛心住。即攝十向法行。心地觀佛。地	001	回 念 佛 心  向 佛 心 住  即 攝 十 向 法 行  心 地 觀 佛  地 
ZH_X16_0311_001:0379c14	如佛地。即攝十地法行。憶佛念佛。去佛不遠。即攝	001	如 佛 地  即 攝 十 地 法 行  憶 佛 念 佛  去 佛 不 遠  即 攝 
ZH_X16_0311_001:0379c15	等覺法行。心想佛時。是心即佛。即攝妙覺法行。則	001	等 覺 法 行  心 想 佛 時  是 心 即 佛  即 攝 妙 覺 法 行  則 
ZH_X16_0311_001:0379c16	知超凡入聖。唯有念佛為妙矣。菩下。五菩薩。初義	001	知 超 凡 入 聖  唯 有 念 佛 為 妙 矣  菩 下  五 菩 薩  初 義 
ZH_X16_0311_001:0379c17	約心。謂能如是憶佛。即成大道心眾生。名為菩薩。	001	約 心  謂 能 如 是 憶 佛  即 成 大 道 心 眾 生  名 為 菩 薩  
ZH_X16_0311_001:0379c18	次義約境。謂能以念佛心。上求佛覺。下化有情。故	001	次 義 約 境  謂 能 以 念 佛 心  上 求 佛 覺  下 化 有 情  故 
ZH_X16_0311_001:0379c19	名菩薩。從座下。釋敬禮也。意可知者。謂意若不恭	001	名 菩 薩  從 座 下  釋 敬 禮 也  意 可 知 者  謂 意 若 不 恭 
ZH_X16_0311_001:0379c20	敬。則身不避席。口不發言。以身口禮白隨意主故。	001	敬  則 身 不 避 席  口 不 發 言  以 身 口 禮 白 隨 意 主 故  
ZH_X16_0311_001:0379c21	所以三業皆修敬者。表顯念佛乃是一切世間希	001	所 以 三 業 皆 修 敬 者  表 顯 念 佛 乃 是 一切世間 希 
ZH_X16_0311_001:0379c22	有難信之法也。△二正陳所證。分二。初詳引古佛	001	有 難 信 之 法 也   二 正 陳 所 證  分 二  初 詳 引 古 佛 
ZH_X16_0311_001:0379c23	教詔。又二。先總明佛出。	001	教 詔  又 二  先 總 明 佛 出  
ZH_X16_0311_001:0379c24	我憶往昔恒河沙劫。有佛出世。名無量光。十二如來	001	我 憶 往 昔 恒 河 沙 劫  有 佛 出 世  名 無 量 光  十 二 如 來 
ZH_X16_0311_001:0380a01	相繼一劫。其最後佛。名超日月光。	001	相 繼 一 劫  其 最 後 佛  名 超 日 月 光  
ZH_X16_0311_001:0380a02	【疏】我者。即自指法身。不同情計我也。明記不忘為	001	 疏  我 者  即 自 指 法 身  不 同 情 計 我 也  明 記 不 忘 為 
ZH_X16_0311_001:0380a03	憶。過去稱為往昔。恒河沙劫者。約恒河中之沙以	001	憶  過 去 稱 為 往 昔  恒 河 沙 劫 者  約 恒 河 中 之 沙 以 
ZH_X16_0311_001:0380a04	數劫。顯其久也。梵語佛陀。此云覺者。覺人之不覺	001	數 劫  顯 其 久 也  梵 語 佛 陀  此 云 覺 者  覺 人 之 不 覺 
ZH_X16_0311_001:0380a05	也。略開三義。一自覺我空。揀異凡外。二覺他法空。	001	也  略 開 三 義  一 自 覺 我 空  揀 異 凡 外  二 覺 他 法 空  
ZH_X16_0311_001:0380a06	揀異二乘。三覺滿俱空。揀異菩薩。出世者。無機不	001	揀 異 二 乘  三 覺 滿 俱 空  揀 異 菩 薩  出 世 者  無 機 不 
ZH_X16_0311_001:0380a07	興。根熟則現也。如來者。從真如起。來成正覺也。十	001	興  根 熟 則 現 也  如 來 者  從 真 如 起  來 成 正 覺 也  十 
ZH_X16_0311_001:0380a08	二者。大彌陀經云。無量光佛。無邊光佛。無礙光佛。	001	二 者  大 彌 陀 經 云  無 量 光 佛  無 邊 光 佛  無 礙 光 佛  
ZH_X16_0311_001:0380a09	無對光佛。炎王光佛。清淨光佛。歡喜光佛。智慧光	001	無 對 光 佛  炎 王 光 佛  清 淨 光 佛  歡 喜 光 佛  智 慧 光 
ZH_X16_0311_001:0380a10	佛。不斷光佛。難思光佛。無稱光佛。超日月光佛。無	001	佛  不 斷 光 佛  難 思 光 佛  無 稱 光 佛  超 日 月 光 佛  無 
ZH_X16_0311_001:0380a11	量者。實智照理無限量故。無邊者。權智照事無邊	001	量 者  實 智 照 理 無 限 量 故  無 邊 者  權 智 照 事 無 邊 
ZH_X16_0311_001:0380a12	際故。無礙者。慈光與樂無障礙故。無對者。悲光拔	001	際 故  無 礙 者  慈 光 與 樂 無 障 礙 故  無 對 者  悲 光 拔 
ZH_X16_0311_001:0380a13	苦無敵對故。炎王者。光音應化得自在故。清淨者。	001	苦 無 敵 對 故  炎 王 者  光 音 應 化 得 自 在 故  清 淨 者  
ZH_X16_0311_001:0380a14	離垢清淨發光明故。歡喜者。令他受用生大喜故。	001	離 垢 清 淨 發 光 明 故  歡 喜 者  令 他 受 用 生 大 喜 故  
ZH_X16_0311_001:0380a15	智慧者。以大智慧破諸惑故。不斷者。常光不斷絕	001	智 慧 者  以 大 智 慧 破 諸 惑 故  不 斷 者  常 光 不 斷 絕 
ZH_X16_0311_001:0380a16	故。難思者。本光不思議故。無稱者。涌百寶光不可	001	故  難 思 者  本 光 不 思 議 故  無 稱 者  涌 百 寶 光 不 可 
ZH_X16_0311_001:0380a17	稱故。超日月者。放一切光超日月故。俱名光者。因	001	稱 故  超 日 月 者  放 一 切 光 超 日 月 故  俱 名 光 者  因 
ZH_X16_0311_001:0380a18	中念本覺佛發明心光。果上成妙。覺佛現起身光	001	中 念 本 覺 佛 發 明 心 光  果 上 成 妙  覺 佛 現 起 身 光 
ZH_X16_0311_001:0380a19	故。十二如來相繼一劫者。一約能念。表行者十二	001	故  十 二 如 來 相 繼 一 劫 者  一 約 能 念  表 行 者 十 二 
ZH_X16_0311_001:0380a20	時中於自性佛淨念相繼。打成一片。不得彈指頃	001	時 中 於 自 性 佛 淨 念 相 繼  打 成 一 片  不 得 彈 指 頃 
ZH_X16_0311_001:0380a21	念世間五欲。則無量性光自然發明也。二約所得。	001	念 世 間 五 欲  則 無 量 性 光 自 然 發 明 也  二 約 所 得  
ZH_X16_0311_001:0380a22	則轉十二類生而成十二聖位。轉十二處妄想而	001	則 轉 十 二 類 生 而 成 十 二 聖 位  轉 十 二 處 妄 想 而 
ZH_X16_0311_001:0380a23	成十二處佛德也。然十二佛。乃古如來。非今彌陀。	001	成 十 二 處 佛 德 也  然 十 二 佛  乃 古 如 來  非 今 彌 陀  
ZH_X16_0311_001:0380a24	而其名號同者。以師資一道古今不異。如釋迦觀	001	而 其 名 號 同 者  以 師 資 一 道 古 今 不 異  如 釋 迦 觀 
ZH_X16_0311_001:0380b01	音之類。	001	音 之 類  
ZH_X16_0311_001:0380b02	【鈔】我下。釋我等二句。我有四。一執見邪我。二自他	001	 鈔  我 下  釋 我 等 二 句  我 有 四  一 執 見 邪 我  二 自 他 
ZH_X16_0311_001:0380b03	慢我。三名字假我。四法身真我。世人具邪慢。學人	001	慢 我  三 名 字 假 我  四 法 身 真 我  世 人 具 邪 慢  學 人 
ZH_X16_0311_001:0380b04	具慢假。聖人是假真。今勢至乃法身大士。不同三	001	具 慢 假  聖 人 是 假 真  今 勢 至 乃 法身大士  不 同 三 
ZH_X16_0311_001:0380b05	乘。故唯真我。恒河亦云殑伽河。此云天堂來。河從	001	乘  故 唯 真 我  恒 河 亦 云 殑 伽 河  此 云 天 堂 來  河 從 
ZH_X16_0311_001:0380b06	高處來故。乃是無熱惱池流出。廣四十里。沙細如	001	高 處 來 故  乃 是 無 熱 惱 池 流 出  廣 四 十 里  沙 細 如 
ZH_X16_0311_001:0380b07	麵。佛在祇園說法。河近講堂。故凡言多。取以為喻。	001	麵  佛 在 祇 園 說 法  河 近 講 堂  故 凡 言 多  取 以 為 喻  
ZH_X16_0311_001:0380b08	梵語劫波。此云分別時分。俱舍云。時之極少名剎	001	梵 語 劫 波  此 云 分 別 時 分  俱 舍 云  時 之 極 少 名 剎 
ZH_X16_0311_001:0380b09	那。時之極長名為劫。今取沙喻劫。多久可知。梵下	001	那  時 之 極 長 名 為 劫  今 取 沙 喻 劫  多 久 可 知  梵 下 
ZH_X16_0311_001:0380b10	釋有等六句。始本合一名為覺滿。我法空盡。名為	001	釋 有 等 六 句  始 本 合 一 名 為 覺 滿  我 法 空 盡  名 為 
ZH_X16_0311_001:0380b11	俱空。大彌陀下引經。無量下釋義。諸佛名號。取證	001	俱 空  大 彌 陀 下 引 經  無 量 下 釋 義  諸 佛 名 號  取 證 
ZH_X16_0311_001:0380b12	不同。或因或果。或性或相。或悲智。或願行。此十二	001	不 同  或 因 或 果  或 性 或 相  或 悲 智  或 願 行  此 十 二 
ZH_X16_0311_001:0380b13	佛。皆以光分名者。葢光有二。一智光。二身光。復有	001	佛  皆 以 光 分 名 者  葢 光 有 二  一 智 光  二 身 光  復 有 
ZH_X16_0311_001:0380b14	二義。一常光。二放光。又有二因。一是功德莊嚴。二	001	二 義  一 常 光  二 放 光  又 有 二 因  一 是 功德莊嚴  二 
ZH_X16_0311_001:0380b15	是本願成就。今釋佛名。亦約此六義也。初二約二	001	是 本 願 成 就  今 釋 佛 名  亦 約 此 六 義 也  初 二 約 二 
ZH_X16_0311_001:0380b16	智。三四約二心。攝二因也。五六七八約四身。五是	001	智  三 四 約 二 心  攝 二 因 也  五 六 七 八 約 四 身  五 是 
ZH_X16_0311_001:0380b17	化身。六是法身。七是他受用身。八是自受用身。即	001	化 身  六 是 法 身  七 是 他 受 用 身  八 是 自 受 用 身  即 
ZH_X16_0311_001:0380b18	楞伽中應化佛。如如佛。功德佛。智慧佛也。九十常	001	楞 伽 中 應 化 佛  如 如 佛  功 德 佛  智 慧 佛 也  九 十 常 
ZH_X16_0311_001:0380b19	光。十一二放光。自性佛者。謂念自性佛也。不得念	001	光  十 一 二 放 光  自 性 佛 者  謂 念 自 性 佛 也  不 得 念 
ZH_X16_0311_001:0380b20	五欲者。觀經云。夫念佛者。不得一彈指間念世五	001	五 欲 者  觀 經 云  夫 念 佛 者  不 得 一 彈 指 間 念 世 五 
ZH_X16_0311_001:0380b21	欲。是謂繫念。脫能如此一無間雜。無量自性佛光。	001	欲  是 謂 繫 念  脫 能 如 此 一 無 間 雜  無 量 自 性 佛 光  
ZH_X16_0311_001:0380b22	終得發明。超於日月也。十二類生者。謂胎。卵。濕。化。	001	終 得 發 明  超 於 日 月 也  十 二 類 生 者  謂 胎  卵  濕  化  
ZH_X16_0311_001:0380b23	有色。無色。有想。無想。非有色。非無色。非有想。非無	001	有 色  無 色  有 想  無 想  非 有 色  非 無 色  非 有 想  非 無 
ZH_X16_0311_001:0380b24	想也。十二聖位者。謂乾。信。住。行。向。煖。頂。忍。世。地。等。	001	想 也  十 二 聖 位 者  謂 乾  信  住  行  向  煖  頂  忍  世  地  等  
ZH_X16_0311_001:0380c01	妙也。無漸位者。經云。從是漸修。隨所發行。安立聖	001	妙 也  無 漸 位 者  經 云  從 是 漸 修  隨 所 發 行  安 立 聖 
ZH_X16_0311_001:0380c02	位故。詳如楞嚴七八卷明。十二妄想者。謂六根六	001	位 故  詳 如 楞 嚴 七 八 卷 明  十 二 妄 想 者  謂 六 根 六 
ZH_X16_0311_001:0380c03	塵妄想也。經云。六亂妄想成業性故。十二區分。由	001	塵 妄 想 也  經 云  六 亂 妄 想 成 業 性 故  十 二 區 分  由 
ZH_X16_0311_001:0380c04	此輪轉。是故世間聲香味觸。窮十二變。為一旋復。	001	此 輪 轉  是 故 世 間 聲香味觸  窮 十 二 變  為 一 旋 復  
ZH_X16_0311_001:0380c05	十二佛德者。謂六根六塵功德也。經云。總括始終	001	十 二 佛 德 者  謂 六 根 六 塵 功 德 也  經 云  總 括 始 終 
ZH_X16_0311_001:0380c06	六根之中各各功德。有千二百。詳如楞嚴四七卷	001	六 根 之 中 各 各 功 德  有 千 二 百  詳 如 楞 嚴 四 七 卷 
ZH_X16_0311_001:0380c07	明。然下。通妨難。云據大本意。十二佛名。乃無量壽	001	明  然 下  通 妨 難  云 據 大 本 意  十 二 佛 名  乃 無 量 壽 
ZH_X16_0311_001:0380c08	佛別號。唯一佛身。此何說言有十二佛相繼出耶。	001	佛 別 號  唯 一 佛 身  此 何 說 言 有 十 二 佛 相 繼 出 耶  
ZH_X16_0311_001:0380c09	故此通云。諸佛同名甚多故。十二佛乃是往古。非	001	故 此 通 云  諸 佛 同 名 甚 多 故  十 二 佛 乃 是 往 古  非 
ZH_X16_0311_001:0380c10	今法藏所成佛也。若爾何以今名濫古號耶。故又	001	今 法 藏 所 成 佛 也  若 爾 何 以 今 名 濫 古 號 耶  故 又 
ZH_X16_0311_001:0380c11	釋云。詳彌陀勢至同時發心。所師之佛。亦同無異。	001	釋 云  詳 彌 陀 勢 至 同 時 發 心  所 師 之 佛  亦 同 無 異  
ZH_X16_0311_001:0380c12	而今彌陀十二別號同古佛者。表顯師資即心即	001	而 今 彌 陀 十 二 別 號 同 古 佛 者  表 顯 師 資 即 心 即 
ZH_X16_0311_001:0380c13	佛之道一也。猶今釋迦立號倣同古釋迦佛。今觀	001	佛 之 道 一 也  猶 今 釋 迦 立 號 倣 同 古 釋 迦 佛  今 觀 
ZH_X16_0311_001:0380c14	音名倣同古觀音等故。大本彌陀經云。過無量佛	001	音 名 倣 同 古 觀 音 等 故  大 本 彌 陀 經 云  過 無 量 佛 
ZH_X16_0311_001:0380c15	剎同名釋迦者。不可勝數。則無量壽佛之名。百千	001	剎 同 名 釋 迦 者  不 可 勝 數  則 無 量 壽 佛 之 名  百 千 
ZH_X16_0311_001:0380c16	萬億不可窮盡。何止於一佛耶。△次別示教道二。	001	萬 億 不可窮盡  何 止 於 一 佛 耶   次 別 示 教 道 二  
ZH_X16_0311_001:0380c17	初標名。	001	初 標 名  
ZH_X16_0311_001:0380c18	彼佛教我念佛三昧。	001	彼 佛 教 我 念佛三昧  
ZH_X16_0311_001:0380c19	【疏】彼佛十二佛也。語言指示謂之教。言念佛者。若	001	 疏  彼 佛 十 二 佛 也  語 言 指 示 謂 之 教  言 念 佛 者  若 
ZH_X16_0311_001:0380c20	據事念。一心憶想之謂。念三身接引之謂。佛則能	001	據 事 念  一 心 憶 想 之 謂  念 三 身 接 引 之 謂  佛 則 能 
ZH_X16_0311_001:0380c21	念屬己。所念屬佛。若據理念。念即始覺。佛即本覺。	001	念 屬 己  所 念 屬 佛  若 據 理 念  念 即 始 覺  佛 即 本 覺  
ZH_X16_0311_001:0380c22	以始合本。名為念佛。念佛有四。一稱名。謂聞說佛	001	以 始 合 本  名 為 念 佛  念 佛 有 四  一 稱 名  謂 聞 說 佛 
ZH_X16_0311_001:0380c23	名。一心稱念。二觀像。謂設立尊像。注目觀瞻。三觀	001	名  一 心 稱 念  二 觀 像  謂 設 立 尊 像  注 目 觀 瞻  三 觀 
ZH_X16_0311_001:0380c24	想。謂以我心眼。想彼如來。四實相。即念自性真實	001	想  謂 以 我 心 眼  想 彼 如 來  四 實 相  即 念 自 性 真 實 
ZH_X16_0311_001:0381a01	相佛。初二事法界。觀心即佛故。後一理法界。觀佛	001	相 佛  初 二 事 法 界  觀 心 即 佛 故  後 一 理 法 界  觀 佛 
ZH_X16_0311_001:0381a02	即心故。第三事理無礙法界。觀是佛是心故。又清	001	即 心 故  第 三 事 理 無 礙 法 界  觀 是 佛 是 心 故  又 清 
ZH_X16_0311_001:0381a03	涼云。約能念心。不出五種。一緣想境界念佛門。二	001	涼 云  約 能 念 心  不 出 五 種  一 緣 想 境 界 念 佛 門  二 
ZH_X16_0311_001:0381a04	攝境唯心念佛門。三心境無礙念佛門。四心境俱	001	攝 境 唯 心 念 佛 門  三 心 境 無 礙 念 佛 門  四 心 境 俱 
ZH_X16_0311_001:0381a05	泯念佛門。五重重無盡念佛門。會曰。一即前之初	001	泯 念 佛 門  五 重 重 無 盡 念 佛 門  會 曰  一 即 前 之 初 
ZH_X16_0311_001:0381a06	二。小乘教也。二即前四。始也。三即前三。終也。四五	001	二  小 乘 教 也  二 即 前 四  始 也  三 即 前 三  終 也  四 五 
ZH_X16_0311_001:0381a07	前所無者。頓圓教也。今此文中。約佛教邊四五俱	001	前 所 無 者  頓 圓 教 也  今 此 文 中  約 佛 教 邊 四 五 俱 
ZH_X16_0311_001:0381a08	通。約機稟邊唯局持名。然此持名。亦通圓頓。不唯	001	通  約 機 稟 邊 唯 局 持 名  然 此 持 名  亦 通 圓 頓  不 唯 
ZH_X16_0311_001:0381a09	局小。亦開五門。一持念佛名門。心外有佛名故。小	001	局 小  亦 開 五 門  一 持 念 佛 名 門  心 外 有 佛 名 故  小 
ZH_X16_0311_001:0381a10	教。事法界觀也。二攝名歸心門。佛名唯心現故。始	001	教  事 法 界 觀 也  二 攝 名 歸 心 門  佛 名 唯 心 現 故  始 
ZH_X16_0311_001:0381a11	教。理法界觀也。三心名雙融門。即心即佛故。終教。	001	教  理 法 界 觀 也  三 心 名 雙 融 門  即 心 即 佛 故  終 教  
ZH_X16_0311_001:0381a12	四心名俱絕門。非心非佛故。頓教。理事無礙法界	001	四 心 名 俱 絕 門  非 心 非 佛 故  頓 教  理 事 無 礙 法 界 
ZH_X16_0311_001:0381a13	觀也。五圓通無盡門。一念心。一佛名。遍含法界無	001	觀 也  五 圓 通 無 盡 門  一 念 心  一 佛 名  遍 含 法 界 無 
ZH_X16_0311_001:0381a14	有盡故。圓教。事事無礙法界觀也。梵語三昧。此云	001	有 盡 故  圓 教  事 事 無 礙 法 界 觀 也  梵 語 三 昧  此 云 
ZH_X16_0311_001:0381a15	正定。亦云正思正心行處。一心念佛。名正定心。若	001	正 定  亦 云 正 思 正 心 行 處  一 心 念 佛  名 正 定 心  若 
ZH_X16_0311_001:0381a16	他念者。即名邪思惟也。三昧是禪觀通名。念佛是	001	他 念 者  即 名 邪 思 惟 也  三 昧 是 禪 觀 通 名  念 佛 是 
ZH_X16_0311_001:0381a17	一行別目。又此念佛三昧。亦名一行三昧。亦名諸	001	一 行 別 目  又 此 念佛三昧  亦 名 一行三昧  亦 名 諸 
ZH_X16_0311_001:0381a18	佛現前三昧。般若三昧。普等三昧。	001	佛 現 前 三 昧  般若三昧  普等三昧  
ZH_X16_0311_001:0381a19	【鈔】言念佛下。釋念佛二字。念佛有下。明念佛法門。	001	 鈔  言 念 佛 下  釋 念 佛 二 字  念 佛 有 下  明 念 佛 法 門  
ZH_X16_0311_001:0381a20	稱名者。文殊般若經云。眾生愚鈍。觀不能解。但令	001	稱 名 者  文 殊 般 若 經 云  眾 生 愚 鈍  觀 不 能 解  但 令 
ZH_X16_0311_001:0381a21	念聲相續。自得往生。彌陀經云。聞說阿彌陀佛。執	001	念 聲 相 續  自 得 往 生  彌 陀 經 云  聞 說 阿 彌 陀 佛  執 
ZH_X16_0311_001:0381a22	持名號。觀像通二。一觀現在相好光明之佛。如法	001	持 名 號  觀 像 通 二  一 觀 現 在 相 好 光 明 之 佛  如 法 
ZH_X16_0311_001:0381a23	華云起立合掌一心觀佛。二觀綵畫雕塑鑄造之	001	華 云 起 立 合 掌 一 心 觀 佛  二 觀 綵 畫 雕 塑 鑄 造 之 
ZH_X16_0311_001:0381a24	佛。如優填王以栴檀作佛像。是也。觀想者。十六觀	001	佛  如 優 填 王 以 栴 檀 作 佛 像  是 也  觀 想 者  十 六 觀 
ZH_X16_0311_001:0381b01	經云。諸佛如來是法界身。入一切眾生心想中。是	001	經 云  諸佛如來 是 法 界 身  入 一 切 眾 生 心 想 中  是 
ZH_X16_0311_001:0381b02	故。心想佛時。是心即是三十二相八十隨形好。實	001	故  心 想 佛 時  是 心 即 是 三十二相 八十隨形好  實 
ZH_X16_0311_001:0381b03	相者。觀佛三昧經云。佛告阿難。住念佛者。心印不	001	相 者  觀 佛 三 昧 經 云  佛 告 阿 難  住 念 佛 者  心 印 不 
ZH_X16_0311_001:0381b04	壞。釋曰。諦了自心。名為念佛。如如不動。名為不壞。	001	壞  釋 曰  諦 了 自 心  名 為 念 佛  如 如 不 動  名 為 不 壞  
ZH_X16_0311_001:0381b05	解脫長者所謂我欲見極樂世界阿彌陀佛隨意	001	解 脫 長 者 所 謂 我 欲 見 極樂世界 阿 彌 陀 佛 隨 意 
ZH_X16_0311_001:0381b06	即見。是也。初二下。約觀料揀也。若依六根。稱名攝	001	即 見  是 也  初 二 下  約 觀 料 揀 也  若 依 六 根  稱 名 攝 
ZH_X16_0311_001:0381b07	耳舌。觀像攝眼身。觀想攝鼻意。實相攝六根。則一	001	耳 舌  觀 像 攝 眼 身  觀 想 攝 鼻 意  實 相 攝 六 根  則 一 
ZH_X16_0311_001:0381b08	念佛三昧。六根無不攝也。又清涼下。引古明五也。	001	念佛三昧  六 根 無 不 攝 也  又 清 涼 下  引 古 明 五 也  
ZH_X16_0311_001:0381b09	緣境者。稱名觀像皆屬外境故。唯心者。依正相好	001	緣 境 者  稱 名 觀 像 皆 屬 外 境 故  唯 心 者  依 正 相 好 
ZH_X16_0311_001:0381b10	唯是心作故。無礙者。雙照事理故。俱泯者。離相如	001	唯 是 心 作 故  無 礙 者  雙 照 事 理 故  俱 泯 者  離 相 如 
ZH_X16_0311_001:0381b11	空故。無盡者。於一切時處境念中。普見十身諸如	001	空 故  無 盡 者  於一切時 處 境 念 中  普 見 十 身 諸 如 
ZH_X16_0311_001:0381b12	來故。會曰下。會通古今也。又大疏云。古人已有五	001	來 故  會 曰 下  會 通 古 今 也  又 大 疏 云  古 人 已 有 五 
ZH_X16_0311_001:0381b13	門。一稱名往生念佛門。二觀像滅罪念佛門。三攝	001	門  一 稱 名 往 生 念 佛 門  二 觀 像 滅 罪 念 佛 門  三 攝 
ZH_X16_0311_001:0381b14	境唯心念佛門。四心境無礙念佛門。五緣起圓通	001	境 唯 心 念 佛 門  四 心 境 無 礙 念 佛 門  五 緣 起 圓 通 
ZH_X16_0311_001:0381b15	念佛門。此之五門。名則盡善。釋義不周。故今改之。	001	念 佛 門  此 之 五 門  名 則 盡 善  釋 義 不 周  故 今 改 之  
ZH_X16_0311_001:0381b16	若欲曲會。一二即清涼緣境無礙兼攝俱泯圓通	001	若 欲 曲 會  一 二 即 清 涼 緣 境 無 礙 兼 攝 俱 泯 圓 通 
ZH_X16_0311_001:0381b17	即無盡門。小教等者。前之四門約觀。此之五門約	001	即 無 盡 門  小 教 等 者  前 之 四 門 約 觀  此 之 五 門 約 
ZH_X16_0311_001:0381b18	教。互相影顯。思之可知。今此文下。約四五念佛門	001	教  互 相 影 顯  思 之 可 知  今 此 文 下  約 四 五 念 佛 門 
ZH_X16_0311_001:0381b19	判今經也。佛教十二如來也。通四五者。以譬如下	001	判 今 經 也  佛 教 十 二 如 來 也  通 四 五 者  以 譬 如 下 
ZH_X16_0311_001:0381b20	文中。但云憶佛念佛。不別指一門故。機稟勢至等	001	文 中  但 云 憶 佛 念 佛  不 別 指 一 門 故  機 稟 勢 至 等 
ZH_X16_0311_001:0381b21	也。局持名者。以佛問下文中方云淨念相繼。的指	001	也  局 持 名 者  以 佛 問 下 文 中 方 云 淨 念 相 繼  的 指 
